Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
1307,09/06/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1307,08/24/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1307,08/23/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1304,08/09/2006,11:00AM,10:00PM,Food Festival,Food Festival,Featuring Lou Gramm lead singer of Foreigner with special guests Fastball and Super 400.  Lunchtime concert with Decadent Royals.  Come exerience cultural diversity through your tastebuds!,Empire State Plaza,Free, 
1393,08/05/2006,12:00 PM,06:00 PM,Times Union African-American Family Day,AAFD,Peabo Bryson  Ernie Williams  Nysa Shenayhttp://www.ogs.state.ny.us/visiting/cultural/events/festivals/2006Summer/2006SummerPage11_files/slide0009.htm,Empire State Plaza,Free, 
1306,08/03/2006,10:00AM,2:00:PM,Harriman Campus Craft/Merchandise Show,Harriman - Craft Show,This outdoors craft show will be on Thursday if the weather permits.  Friday will be the designated rain day.,Harriman Campus, , 
1411,08/02/2006,7:00 PM,10:00 PM,Classic Rock Night at the Plaza,Classic Rock,Featuring Blue Oyster Cult with Ten Years After,Empire State Plaza,Free, 
1377,08/01/2006, , ,School of Orchestral Studies,Orchestral Studies, ,West Capitol Park (Capitol Steps), , 
1307,07/27/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1307,07/26/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1392,07/26/2006,7:00 PM,11:00 PM,Country Rock Night,Country,Featuring Charlie Daniels Band with special guest Danielle Peck,Empire State Plaza,Free, 
1391,07/19/2006,7:00 PM,10:00 PM,Golden Oldies Night,Oldies,Gary Puckett in concert with special guest The Box Tops,Empire State Plaza,Free, 
1302,07/16/2006,12:00PM,5:00PM,GE Kid's Day,GE Kid's Day,It's a day just for Kids and their families as the Plaza comes alive with children's entertainers  clowns  jugglers  face painters  rides  animals and much more.  In the event of rain  all activities will be moved to the Convention Center.  Featuring Little Bear and the Jeff Boyer Science Show.,Empire State Plaza,Free, 
1307,07/13/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1307,07/12/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1301,07/08/2006,12:00PM,10:00PM,Blues Fest,Bluesfest,Blues entertainment is one of the most popular styles of music in America today.  Entertainment will feature local  regional and national Blues acts.  Chicago Blues Reunion  Larry McCray  Mighty Sam McClain and more.,At the Plaza,Free, 
1410,07/07/2006,6:30 PM,10:00 PM,At the Plaza Blues Fest,Blues Fest,Northeast Blues Society Colossal Contenders with Rhett Tyler,Empire State Plaza,Free, 
1306,07/06/2006,10:00AM,2:00PM,Harriman Campus Craft/Merchandise Show,Harriman - Craft Show,This outdoors craft show will be on Thursday if the weather permits.  Friday will be the designated rain day.,Harriman Campus, , 
1306,07/06/2006,10:00AM,2:00PM,Harriman Campus Craft/Merchandise Show,Harriman - Craft Show,This outdoors craft show will be on Thursday if the weather permits.  Friday will be the designated rain day.,Harriman Campus, , 
1300,07/04/2006,2:00PM,10:00PM,The Fabulous Fourth,Fabulous Fourth,The largest crowd of the year fills the Plaza for entertainment  great food choices and wonderful fireworks.  2006 will mark the 30th Anniversary of Price Chopper Supermarkets' sponsorship!,Empire State Plaza,Free, 
1307,06/29/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1307,06/28/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1308,06/28/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1390,06/28/2006,7:00 PM,11:00 PM,Latin Night,Latin,Xavier Cougat Orchestra w/Alex Torres and his Latin Orchestra,Empire State Plaza,Free, 
1407,06/21/2006,5:00 PM,9:00 PM,2006 Summer Kick-Off,Summer Kick-Off,Come join us in celebrating the beginning of our summer season at the Plaza featuring the Burnkers UK!,Empire State Plaza, , 
1308,06/21/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1307,06/15/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1307,06/14/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1308,06/14/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1306,06/08/2006,10:00AM,2:00PM,Harriman Campus Craft/Merchandise Show,Harriman - Craft Show,This outdoors craft show will be on Thursday if the weather permits.  Friday will be the designated rain day.,Harriman Campus, , 
1308,06/07/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, ,Bus Turn
1029,06/04/2006,10:00 a.m.,2:00 p.m.,Farmer's Market,Farmer's Market,A variety of direct-from-the-farm produce  fresh baked goods and wonderful specialty foods reflecting the bounty of New York State.,Outdoor Plaza, , 
1317,06/03/2006,8:00AM,3:00PM,Freihofers Run for Women,Freihofers Run for Women,For more information visist http://www.freihofersrun.com/,Outdoor Plaza, , 
1307,06/01/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1307,05/31/2006,10:00AM,2:00PM,Weekday Craft/Merchandise Show,Plaza Craft Show,This Wednesday and Thursday indoor craft/merchandise show various homemade and commercial vendors.,Empire State Plaza - South Concourse, , 
1315,05/31/2006,8:00AM,2:00PM,Carpenter's Apprentice Construction Competition,Construction Competition, ,Empire State Plaza-North Concourse, , 
1316,05/31/2006,10:00AM,2:00PM,Plaza Arts and Crafts Fair,Plaza Arts and Craft Fair, ,Empire State Plaza - Bus Turn, , 
1308,05/31/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, ,North Concourse - Near Liberty Café
1308,05/24/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1305,05/18/2006,10:00AM,2:00PM,Harriman Campus Craft Show,Harriman - Craft Show,This outdoors craft show will be on Thursday if the weather permits.  Friday will be the designated rain day.,Harriman Campus, , 
1409,05/18/2006,9:00 AM,5:00 PM,7th Annual State Purchasing Forum,State Purchasing Forum,Navigating the Roadways of Procurement  featuring The State Contractor Trade Show and Preferred Sources Expo.  Hosted by the Office of General Services and the Office of the State Comptroller.,Empire State Plaza Convention Center, , 
1376,05/18/2006, , ,2006 GHI Workforce Team Challenge,GHI Corporate Challenge,For more information  please call 518-862-3220 or go to www.ghiwtc.com,Empire State Plaza and Madison Avenue, , 
1383,05/17/2006, , ,EMS Memorial,EMS Memorial, ,EMS Memorial on the Plaza, , 
1408,05/17/2006,9:00 AM,5:00 PM,7th Annual State Purchasing Forum,State Purchasing Forum,Navigating the Roadways of Procurement  featuring The State Contractor Trade Show and Preferred Sources Expo.  Hosted by the Office of General Services and the Office of the State Comptroller.,Empire State Plaza Convention Center, , 
1308,05/17/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1412,05/14/2006,12:00 p.m.,5:00 p.m.,Spring Festival,Spring Festival,Tricity India Association presents Spring Festival.  Ethnic Dances*Music*Delicious Food*Clothes*Jewelry*Henna (Mehendi) and more.  For further information  contact Jayanthy Sankrith at (518) 383-3594; Renu Kallianpur at (518) 783-0461; Karesh Bhatia at (518) 346-8343; Anupam Srivastav at (518) 465-1992 or Kajal Lahiri at (518) 456-3104.,Empire State Plaza Convention Center,General $5; Children under 2 Free, 
1314,05/11/2006,10:00AM,3:00PM,Books and Music Against AIDS Charity Book Sale,Charity Book Sale,This book sale is a fundraiser for the fight against AIDS,Empire State Plaza-South Concourse, , 
1314,05/10/2006,10:00AM,3:00PM,Books and Music Against AIDS Charity Book Sale,Charity Book Sale,This book sale is a fundraiser for the fight against AIDS,Empire State Plaza-South Concourse, , 
1308,05/10/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1314,05/09/2006,10:00AM,3:00PM,Books and Music Against AIDS Charity Book Sale,Charity Book Sale,This book sale is a fundraiser for the fight against AIDS,Empire State Plaza-South Concourse, , 
1382,05/09/2006, , ,Police Memorial,Police Memorial, ,Police Memorial at the Empire State Plaza, , 
1381,05/08/2006, , ,Habitat for Humanity Display,Habitat4Humanity Display, ,Empire State Plaza - Mosaic, , 
1380,05/07/2006, , ,MS Society Walk,MS Society Walk, ,Empire State Plaza, , 
1292,05/05/2006,10:00AM,2:00PM,Cinco De Mayo,Cinco De Mayo,A Mexican Style celebration with food specialties and music.  Audience seating will  be  provided.,Empire State Plaza - South Concourse, , 
1308,05/03/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1379,05/02/2006, , ,United Ambulance Network,United Ambulance Network, ,Empire State Plaza - Mosiac, , 
1379,05/01/2006, , ,United Ambulance Network,United Ambulance Network, ,Empire State Plaza - Mosiac, , 
1378,04/29/2006, , ,Crime Victims Memorial,Crime Victims Memorial, ,Crime Victims Memorial and  Outside the Legislative Office Building, , 
1389,04/27/2006,08:30 am,03:30 pm,9th Annual OGS Take Your Child To Work Day,Take Your Child To Work,"The Public Affairs Office  in partnership with the Division of Human Resources Management  is proud to announce the 9th Annual OGS Take Your Child To Work Day.  As we celebrate the best in New York State from the NYS Office of General Services to the NYS Museum ""Windows On New York"" and the New York State Carousel -- Take Your Child To Work Day is a great opportunity for our families to learn about our work environment  career opportunities available to State government and the unique array of professions and talent here at OGS.  If you are interested in having your child(ren)  ages 8-18  attend any of the workshops and/or tours  please call (518) 486-7285 or email at tyctwd@ogs.state.ny.us for more information on registration.",Empire State Plaza, , 
1297,04/27/2006,8:00AM,5:00PM,The NYS Governor's Dr. Martin Luther King  Jr. Symposium on Teaching Tolerance,Dr. King Symposium,This event features Keynote Speaker Martin Luther King Jr. III and various morning and afternoon workshops.,Empire State Plaza - Convention Center, , 
1308,04/26/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, ,North Concourse - Near Liberty Café
1210,04/26/2006,11:00 a.m.,2:00 p.m.,Winter Farmers' Market,Farmers' Market,A variety of direct-from-the-farm produce  fresh baked goods and wonderful specialty foods reflecting the bounty of New York State.,Concourse - Bus Turn, , 
1313,04/25/2006,10:00AM,3:00PM,Audrey's Art Craft Show,Audrey's Art Craft Show, ,Empire State Plaza- Bus Turn, , 
1394,04/25/2006,9:00 AM,3:00 PM,Women's Health Expo 2006,Women's Health Expo,Throughout this two day Expo  women have the opportunity to access important information that directly impacts the health care decisions we make every day.  A wide range of traditional health screenings and services are available  including private consults with a physician.  Numerous free educational materials and products are available to attendees.  More than 60 exhibits will be available.,Empire State Plaza,Free, 
1395,04/24/2006,9:00 AM,3:00 PM,Women's Health Expo 2006,Women's Health Expo,Throughout this two day Expo  women have the opportunity to access important information that directly impacts the health care decisions we make every day.  A wide range of traditional health screenings and services are available  including private consults with a physician.  Numerous free educational materials and products are available to attendees.  More than 60 exhibits will be available.,Empire State Plaza,Free, 
1388,04/22/2006,12:30pm,11:00 pm,Citizen's Environmental Coalition Presents Green Living Festival,Green Living Festival,"An empowering day of music and workshops on how to live green and create a toxic-free future!  Featuring Brothers Past  Apollo Sunshine  Percy Hill  Ryan Montbleau Band  Peter Prince & Moon Boot Lover  Scarecrow Collection.  More artists to be announced.  10 interactive workshops.  Screening of the Sundance Award Winning Film ""Blue Vinyl - A Toxic Comedy"".  Organic Wine & Cheese Tasting.  Children's Activity Area.  For additional information including schedule  artist bios and workshop topics  please visit www.cectoxic.org.",Empire State Plaza Convention Center,$22.00, 
1312,04/22/2006,10:00AM,4:00PM,All About Pets Show,All About Pets Show,Learn how to be a better pet owner with with information  demonstrations and pet friendly products.  For more information  go to: http://www.allaboutpetsfair.com/,Empire State Plaza - South Concourse, , 
1312,04/21/2006,11:00AM,5:00PM,All About Pets Show,All About Pets Show,Learn how to be a better pet owner with with information  demonstrations and pet friendly products.  For more information  go to: http://www.allaboutpetsfair.com/,Empire State Plaza - South Concourse, , 
1291,04/20/2006,10:00AM,2:00PM,"To Your Health"" Health and Fitness Fair",Health and Fitness Fair,This show will feature health and fitness products and services.  Golds Gym will provide various demonstrations during the Noon to 1:00PM lunch hour.,Empire State Plaza - South Concourse, , 
1291,04/19/2006,10:00AM,2:00PM,"To Your Health"" Health and Fitness Fair",Health and Fitness Fair,This show will feature health and fitness products and services.  Golds Gym will provide various demonstrations during the Noon to 1:00PM lunch hour.,Empire State Plaza - South Concourse, , 
1210,04/19/2006,11:00 a.m.,2:00 p.m.,Winter Farmers' Market,Farmers' Market,A variety of direct-from-the-farm produce  fresh baked goods and wonderful specialty foods reflecting the bounty of New York State.,Concourse - Bus Turn, , 
1298,04/13/2006,1:30PM,5:30PM,Dr. Martin Luther King  Jr. Job Fair,Dr. King Job Fair,This job fair will feature approximately 100 companies and agencies with more than 3 000 openings.  For more information  please call the New York State Department of Labor at 1-800-HIRE-992.,Empire State Plaza - Convention Center, , 
1308,04/12/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1210,04/12/2006,11:00 a.m.,2:00 p.m.,Winter Farmers' Market,Farmers' Market,A variety of direct-from-the-farm produce  fresh baked goods and wonderful specialty foods reflecting the bounty of New York State.,Concourse - Bus Turn, , 
1310,04/11/2006,10:00AM,3:00PM,Perfect Gifts Craft Show,Perfect Gifts Craft Show, ,Empire State Plaza - Bus Turn, , 
1310,04/10/2006,10:00AM,3:00PM,Perfect Gifts Craft Show,Perfect Gifts Craft Show, ,Empire State Plaza - Bus Turn, , 
1290,04/06/2006,10:00AM,2:00PM,Italian Festa,Italian Festa,"This ""mini-festival"" is a salute to the Italians and their friends.  Good food and music will be available.  Audience seating will be provided.",Empire State Plaza- South Concourse, , 
1308,04/05/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1210,04/05/2006,11:00 a.m.,2:00 p.m.,Winter Farmers' Market,Farmers' Market,A variety of direct-from-the-farm produce  fresh baked goods and wonderful specialty foods reflecting the bounty of New York State.,Concourse - Bus Turn, , 
1373,03/31/2006,11:30 am,12:15 pm,Music in Our Schools Month - Richard T. Stank Middle School Concert,Richard T. Stank M.S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Band - 11:30 am.,South Concourse,Free, 
1374,03/31/2006,12:25 pm,1:10 pm,Music in Our Schools Month - Cooperstown High School Concert,Cooperstown High School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Vocal Group - Harmonia & Jazz Band - 12:25 pm.,South Concourse,Free, 
1375,03/31/2006,1:15 pm,2:00 pm,Music in Our Schools Month - Roslyn High School Concert,Roslyn High School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Chamber Singers - 1:15 pm.,South Concourse,Free, 
1370,03/30/2006,11:30 am,12:15 pm,Music in Our Schools Month - Tanglewood Elementary/Middle School Concert,Tanglewood Elem/M.S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Elementary School Singers and Middle School 6th Grade Orchestra - 11:30 am.,South Concourse,Free, 
1371,03/30/2006,12:25 pm,1:10 pm,Music in Our Schools Month - Paul V. Moore High School Concert,Paul V. Moore H.S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Wind Ensemble - 12:25 pm.,South Concourse,Free, 
1372,03/30/2006,1:15 pm,2:00 pm,Music in Our Schools Month - Valley Stream South High School Concert,Valley Stream South H.S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Symphonic Band - 1:15 pm.,South Concourse,Free, 
1367,03/29/2006,11:30 am,12:15 pm,Music in Our Schools Month - Lake Placid Middle School Concert,Lake Placid Middle School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Concert Band & Chorus - 11:30 am.,South Concourse,Free, 
1368,03/29/2006,12:25 pm,1:10 pm,Music in Our Schools Month - John Philip Sousa Elementary School Concert,John Philip Sousa Elem.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Orchestra - 12:25 pm.,South Concourse,Free, 
1369,03/29/2006,1:15 pm,2:00 pm,Music in Our Schools Month - S.S. Seward Institute Concert,S.S. Seward Institute,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Select Choir - 1:15 pm.,South Concourse,Free, 
1210,03/29/2006,11:00 a.m.,2:00 p.m.,Winter Farmers' Market,Farmers' Market,A variety of direct-from-the-farm produce  fresh baked goods and wonderful specialty foods reflecting the bounty of New York State.,Concourse - Bus Turn, , 
1308,03/29/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, ,North Concourse- Near Liberty Café
1310,03/28/2006,10:00AM,3:00PM,Perfect Gifts Craft Show,Perfect Gifts Craft Show, ,Empire State Plaza - Bus Turn, , 
1363,03/28/2006,11:30 am,12:00 pm,Music in Our Schools Month - Dorothy Nolan Elementary Concert,Dorothy Nolan Elementary,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: 4th Grade Chorus - 11:30 am.,South Concourse,Free, 
1364,03/28/2006,12:05 pm,12:35 pm,Music in Our Schools Month - Tamarac Middle School Concert,Tamarac Middle School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: 6th Grade Band - 12:05 pm.,South Concourse,Free, 
1264,12/09/2005,9:00am,3:00pm,Northeast Show Promoters,Craft Show, ,Empire State Plaza - North Concourse, , 
1365,03/28/2006,12:45 pm,1:15 pm,Music in Our Schools Month - Barnum Woods Elementary School Concert,Barnum Woods Elementary,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: 5th Grade Band - 12:45 pm.,South Concourse,Free, 
1366,03/28/2006,1:20 pm,2:00 pm,Music in Our Schools Month - Long Beach Middle School Concert,Long Beach M. S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Jazz Band & Chamber Orchestra - 1:20 pm.,South Concourse,Free, 
1360,03/27/2006,11:30 am,12:15 pm,Music in Our Schools Month - Gloversville Middle School Concert,Gloversville M. S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Concert Band - 11:30 am.,South Concourse,Free, 
1361,03/27/2006,12:25 pm,1:10 pm,Music in Our Schools Month - Granville Elementary School Concert,Granville Elementary,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: 5th Grade Band - 12:25 pm.,South Concourse,Free, 
1362,03/27/2006,1:15 pm,2:00 pm,Music in Our Schools Month - Granville Jr./Sr. High School Concert,Granville Jr./Sr. High,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Jazz Ensemble - 1:15 pm.,South Concourse,Free, 
1356,03/24/2006,11:30 am,12:15 pm,Music in Our Schools Month - Farnsworth Middle School Concert,Farnsworth Middle,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Select Choir - 11:30 am.,South Concourse,Free, 
1357,03/24/2006,12:25 pm,1:10 pm,Music in Our Schools Month - Houghton Academy Concert,Houghton Academy,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Chamber Choir - 12:25 pm.,South Concourse,Free, 
1358,03/24/2006,1:15 pm, ,Music in Our Schools Month - Rocky Point Intermediate School Concert,Rocky Point Intermediate,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: 5th Grade Chorus - 1:15 pm.,South Concourse,Free, 
1353,03/23/2006,11:30 am,12:15 pm,Music in Our Schools Month - Rye Middle School Concert,Rye Middle School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Grade 7/8 Orchestra - 11:30 am.,South Concourse,Free, 
1354,03/23/2006,12:25 pm,1:10 pm,Music in Our Schools Month - Monticello High School Concert,Monticello High School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Women's Chorus - 12:25 pm.,South Concourse,Free, 
1355,03/23/2006,1:15 pm,2:00 pm,Music in Our Schools Month - Jorden-Elbridge Junior High School Concert,Jorden-Elbridge J.H.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Eagles Band - 1:15 pm.,South Concourse,Free, 
1350,03/22/2006,11:30 am,12:15 pm,Music in Our Schools Month - Farnsworth Middle School Concert,Farnsworth Middle School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Select Band & Jazz Ensemble - 11:30 am.,South Concourse,Free, 
1351,03/22/2006,12:25 pm,1:10 pm,Music in Our Schools Month - Long Beach Elementary School Concert,Long Beach Elementary,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Band & Select Chorus - 12:25 pm.,South Concourse,Free, 
1352,03/22/2006,1:15 pm,2:00 pm,Music in Our Schools Month - Liberty Middle School Concert,Liberty Middle School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Band & Jazz Ensemble - 1:15 pm.,South Concourse,Free, 
1308,03/22/2006,11:00AM,3:00PM,NYS Deferred Compensation,NYS Deferred Compensation,Nationwide Retirement Solutions  Inc. will hold a weekly information table on the New York State Deffered Compensation Plan.,Empire State Plaza - Postal Corridor, , 
1343,03/22/2006,9:00AM,4:00PM,Sprint Tech Day,Sprint Tech Day,Come to Sprint'S Tech day and take advantage of the employer discounts on sprint's monthly service plans.,Empire State Plaza - Bus turn, , 
1210,03/22/2006,11:00 a.m.,2:00 p.m.,Winter Farmers' Market,Farmers' Market,A variety of direct-from-the-farm produce  fresh baked goods and wonderful specialty foods reflecting the bounty of New York State.,Concourse - Bus Turn, , 
1347,03/21/2006,11:30 am,12:10 pm,Music in Our Schools Month - West High School Concert,West High School,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Jazz Ensemble - 11:30 am.,South Concourse,Free, 
1348,03/21/2006,12:15 pm,1:10 pm,Music in Our Schools Month - Sherburne-Earlville Middle School Concert,Sherburne-Earlville M.S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Band & Jazz Band - 12:15 pm.,South Concourse,Free, 
1349,03/21/2006,1:15 pm,2:00 pm,Music in Our Schools Month - Robert Moses Middle School Concert,Robert Moses M. S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Select Choir & Jazz Ensemble - 1:15 pm.,South Concourse,Free, 
1344,03/20/2006,11:30 am,12:30 pm,Music in Our Schools Month - Greenwood Lake Middle School Concert,Greenwood Lake M.S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Chorus & 5th Grade Chorus - 11:30 am.,South Concourse,Free, 
1345,03/20/2006,12:40 pm,1:10 pm,Music in Our Schools Month - H.T. Wiley Elementary School Concert,H.T. Wiley Elementary,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Vocal Ensemble - 12:40 pm.,South Concourse,Free, 
1346,03/20/2006,1:15 pm,2:00 pm,Music in Our Schools Month - Bennett Park Montessori Concert,Bennett Park Montessori,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Strings - 1:15 pm.,South Concert,Free, 
1270,03/19/2006,11:00am,6:00pm,Outdoor Show,Outdoor Show,29th Annual Northeast Great Outdoor Show.   Shop the latest gear  learn new techniques  explore new territory.  The show will include custom rods  fly rods  fishing boats  tackle  bows as well as charter services  guide services and outfitter  and much  much more!$2 off adult admission by presenting your Stewart's Milk Card or your Times Union SourceCard,Empire State Plaza - Convention Center,Adults $8   Kids 4-12 $4     Under 3  Free, 
1270,03/18/2006,10:00am,8:00pm,Outdoor Show,Outdoor Show,29th Annual Northeast Great Outdoor Show.   Shop the latest gear  learn new techniques  explore new territory.  The show will include custom rods  fly rods  fishing boats  tackle  bows as well as charter services  guide services and outfitter  and much  much more!$2 off adult admission by presenting your Stewart's Milk Card or your Times Union SourceCard,Empire State Plaza - Convention Center,Adults $8   Kids 4-12 $4     Under 3  Free, 
1270,03/17/2006,4:00pm,9:00pm,Outdoor Show,Outdoor Show,29th Annual Northeast Great Outdoor Show.   Shop the latest gear  learn new techniques  explore new territory.  The show will include custom rods  fly rods  fishing boats  tackle  bows as well as charter services  guide services and outfitter  and much  much more!$2 off adult admission by presenting your Stewart's Milk Card or your Times Union SourceCard,Empire State Plaza - Convention Center,Adults $8   Kids 4-12 $4     Under 3  Free, 
1289,03/17/2006,10:00AM,2:00PM,St. Patrick's Salute,St. Patrick's Salute,"This ""mini-festival"" is a tribute to the irish and their friends.  Corned beef and cabbage  soda bread and traditional beverages and music will be available.  Audience seating will be provided.",Empire State Plaza - South Concourse, , 
1341,03/15/2006,11:30 am,12:15 pm,Music in Our Schools Month - Fort Plain Junior/Senior High School Concert,Fort Plain Jr./Sr. High,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Jazz Band - 11:30 am.,South Concourse,Free, 
1342,03/15/2006,12:25 pm,2:00 pm,Music in Our Schools Month - Sewanhaka High School Concert,Sewanhaka H.S.,NYS School Music Association presents the 2006 Music in Our Schools Month program.  Today's performers: Orchestra/Voices of Harmony - 12:25 pm and Jazz Band - 1:15 pm.,South Concourse,Free, 
